F5_6,F5_107,F5_54,F5_36,F5_37,F5_39,F5_55,ARPT_NAME,CITY,ST_PR,J5_3,J5_5,J5_6,J5_7,J5_8,J5_10,PRECISION,J5_12,J5_39,J5_14,J5_15,F5_14,F5_179,F5_197,CHRT_IDX,CLNK_IDX
1U7,,5700,N42145914,W111202986,E011.0,5933,BEAR LAKE CO,PARIS,ID,USA,NNNYNNNNNNNNNN,NNYNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K1,Y,NAW,390,231
1V6,CNE,5300,N38254282,W105062468,E008.0,5442,FREMONT CO,CANON CITY,CO,USA,NNNYNNNNYNNNNN,NYYNN,NNYY,,Y,N,Y,U,Y,+7:00=UTC,K2,Y,NAW,396,235
1X1,,3900,N36062125,W100013254,E008.0,2566,HIGGINS/LIPSCOMB CO,HIGGINS,TX,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+6:00=UTC,K4,Y,NAW,398,236
20A,,4200,N33581660,W086224940,W003.0,1125,ROBBINS,ONEONTA,AL,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K7,Y,NAW,400,237
20N,,3100,N41590690,W073575160,W013.0,147,KINGSTON-ULSTER,KINGSTON,NY,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,N,U,Y,+5:00=UTC,K6,Y,NAW,404,239
20U,,4200,N46553060,W103585540,E008.0,2756,BEACH,BEACH,ND,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+7:00=UTC,K3,Y,NAW,407,241
20V,,5500,N40031236,W106220831,E009.0,7416,MC ELROY,KREMMLING,CO,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,Y,N,Y,N,Y,+7:00=UTC,K2,Y,NAW,410,243
21D,,3500,N44594991,W092511327,E001.0,933,LAKE ELMO,ST PAUL,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,415,246
22N,,3000,N40483423,W075454139,W012.0,534,ARNER MEML,LEHIGHTON,PA,USA,NNNYYNNNYNNNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,421,249
23R,,3300,N29081820,W098563080,E007.0,702,DEVINE MUN,DEVINE,TX,USA,NNNNNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,424,251
24A,,3200,N35190196,W083123493,W005.0,2857,JACKSON CO,SYLVA,NC,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,427,253
24J,,4000,N30180140,W083012780,W005.0,103,SUWANNEE CO,LIVE OAK,FL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,430,254
25M,,4400,N34432180,W089005290,W001.0,467,RIPLEY,RIPLEY,MS,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,433,256
26N,,2900,N39154853,W074362692,W013.0,6,OCEAN CITY MUN,OCEAN CITY,NJ,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,N,N,Y,+5:00=UTC,K6,Y,NAW,437,259
26R,,3300,N29000360,W096345506,E003.0,62,JACKSON CO,EDNA,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,439,260
27K,,5400,N38140396,W084260486,W003.0,948,GEORGETOWN-SCOTT CO REGL,GEORGETOWN,KY,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,442,262
28J,,6000,N29393018,W081412221,W005.0,48,PALATKA MUN-LT KAY LARKIN FIEL,PALATKA,FL,USA,NNNYNNNNYNNNNN,NNNNN,YNNY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,447,268
29D,,4500,N41084570,W080100390,W009.0,1371,GROVE CITY,GROVE CITY,PA,USA,NNNYNNNNYNYNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,451,270
2A0,,5000,N35291050,W084555190,W004.0,718,ANTON,DAYTON,TN,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,455,272
2A1,,3400,N36205893,W084564795,W005.0,1694,JAMESTOWN MUN,JAMESTOWN,TN,USA,NNNYNNNNNNNNNN,NNNNN,NNNY,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,458,274
2A2,,4700,N35390259,W092241373,E002.0,1270,HOLLEY MOUNTAIN,CLINTON,AR,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,461,276
2B3,NWH,3400,N43231345,W072111540,W016.0,785,PARLIN,NEWPORT,NH,USA,NNNYNNNNNNNNNN,NYYYY,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,464,278
2B7,,4000,N44460670,W069222790,W017.0,197,PITTSFIELD MUN,PITTSFIELD,ME,USA,NNNYNNNNYNYNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,467,279
2C8,,3200,N48470140,W097375510,E006.0,892,CAVALIER MUN,CAVALIER,ND,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,470,281
2D5,,3500,N46102387,W098044814,E007.0,1335,OAKES MUN,OAKES,ND,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,Y,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,472,282
2F7,,3900,N33173430,W095534710,E004.0,516,COMMERCE MUN,COMMERCE,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,474,283
2G1,,2100,N41400136,W081114986,W007.0,999,CONCORD,PAINESVILLE,OH,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,477,285
2G2,,5000,N40213820,W080420610,W008.0,1198,BATES/JEFFERSON CO,STEUBENVILLE,OH,USA,NNNYNNNNYNYNNN,NNNNN,YYNN,N,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,479,287
2G4,ODM,5000,N39345090,W079200940,W009.0,2933,GARRETT CO,OAKLAND,MD,USA,NNNYNNNNNNYNNN,NNNNN,YNNN,N,N,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,482,289
2G9,,5000,N40021861,W079005507,W010.0,2275,SOMERSET CO,SOMERSET,PA,USA,NNNYNNNNYNYNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,486,293
2H0,,4000,N39244069,W088504388,W002.0,619,SHELBY CO,SHELBYVILLE,IL,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,490,296
2H2,,3000,N36574430,W093414320,E003.0,1434,SUMNERS AURORA MUN,AURORA,MO,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,493,298
2I0,,6000,N37212134,W087235359,W003.0,439,MADISONVILLE REGL,MADISONVILLE,KY,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,496,300
2IS,,5900,N26440662,W081030382,W005.0,20,AIRGLADES,CLEWISTON,FL,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,499,302
2J3,,5000,N32590940,W082230530,W003.0,328,LOUISVILLE MUN,LOUISVILLE,GA,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,Y,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,502,304
2J5,,5000,N32533490,W081575480,W005.0,240,MILLEN,MILLEN,GA,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,505,306
2J9,,2900,N30355239,W084332679,W005.0,221,QUINCY MUN,QUINCY,FL,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,508,308
2K4,,4100,N34533340,W099314160,E005.0,1644,SCOTT FIELD,MANGUM,OK,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,510,309
2K7,,2900,N37260731,W095384603,E008.0,841,NEODESHA MUN,NEODESHA,KS,USA,NNNYNNYNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,513,311
2M0,,4000,N37065448,W087512550,W003.0,584,PRINCETON-CALDWELL CO,PRINCETON,KY,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,516,312
2M2,,5000,N35140348,W087152860,W001.0,937,LAWRENCEBURG-LAWRENCE CO,LAWRENCEBURG,TN,USA,NNNYNNNNNNYNNN,NNNNY,NYYN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,519,314
2M8,,3400,N35164253,W089555879,W001.0,247,BAKER,MILLINGTON,TN,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K7,Y,NAW,522,316
2O8,,4000,N35302600,W098203320,E004.0,1587,HINTON MUN,HINTON,OK,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,528,318
2P2,,2200,N45231772,W086552655,W004.0,653,WASHINGTON I,WASHINGTON I,WI,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,531,
2P7,,2800,N40032471,W080574748,W007.0,1187,ALDERMAN,ST CLAIRSVILLE,OH,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,Y,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,534,320
2R2,,4400,N39444840,W086283060,W003.0,898,HENDRICKS CO-GRAHAM,INDIANAPOLIS,IN,USA,NNNYNNYNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,536,321
2R4,,3700,N30381544,W086593715,W001.0,82,PRINCE,MILTON,FL,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,N,Y,+6:00=UTC,K7,Y,NAW,539,323
2R5,,3900,N30300690,W088163040,E000.0,132,ST ELMO,ST ELMO,AL,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,541,324
2R6,,3000,N30572429,W092140276,E001.0,62,BUNKIE MUN,BUNKIE,LA,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,543,325
2R9,,3200,N28492995,W097515605,E005.0,289,KENEDY REGL,KENEDY,TX,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,547,328
2S8,,3800,N47451220,W118443810,E015.0,2183,WILBUR,WILBUR,WA,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+8:00=UTC,K1,Y,NAW,551,330
2T1,,5100,N34110649,W102382795,E009.0,3779,MULESHOE MUN,MULESHOE,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,554,332
2V5,,5300,N40060143,W102142822,E008.0,3678,WRAY MUN,WRAY,CO,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K2,Y,NAW,556,333
2V6,,4200,N40062056,W102425198,E007.0,4138,YUMA MUN,YUMA,CO,USA,NNNYNNNYNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K2,Y,NAW,559,335
2W2,,1800,N39280127,W077010276,W011.0,799,CLEARVIEW,WESTMINSTER,MD,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,562,337
2W5,,3700,N38354938,W077042085,W009.0,175,MARYLAND,INDIAN HEAD,MD,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,565,339
2W6,LTW,4100,N38185528,W076330042,W010.0,142,ST MARY'S CO REGL,LEONARDTOWN,MD,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,572,341
31E,,3600,N39395564,W074182896,W012.0,39,EAGLES NEST,WEST CREEK,NJ,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,575,343
32A,,4400,N35051415,W093254413,E001.0,393,DANVILLE MUN,DANVILLE,AR,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,579,345
32S,,3800,N46313040,W114031010,E016.0,3614,STEVENSVILLE,STEVENSVILLE,MT,USA,NNYNYNNNNNNNNN,NNYNN,NNYY,,N,N,Y,U,Y,+7:00=UTC,K1,Y,NAW,582,346
33J,,3900,N31030945,W085520820,W004.0,100,GENEVA MUN,GENEVA,AL,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,584,347
33N,,4200,N39130730,W075360170,W012.0,55,DELAWARE,DOVER-CHESWOLD,DE,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,587,349
33V,,5900,N40450140,W106161750,E010.0,8154,WALDEN-JACKSON CO,WALDEN,CO,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K2,Y,NAW,592,354
35A,,3500,N34411303,W081382820,W006.0,610,UNION CO-SHELTON,UNION,SC,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,596,357
35D,,4300,N42314957,W085492560,W005.0,706,PADGHAM,ALLEGAN,MI,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,599,359
38D,,3400,N40565309,W080514350,W007.0,1162,SALEM,SALEM,OH,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,N,N,Y,+5:00=UTC,K5,Y,NAW,602,361
38S,,5800,N46231620,W112455380,E013.0,4693,DEER LODGE-CITY-CO,DEER LODGE,MT,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K1,Y,NAW,604,362
39N,PCT,3400,N40235672,W074393242,W013.0,128,PRINCETON,PRINCETON/ROCKY HILL,NJ,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,607,363
3A2,,5200,N36243203,W083332587,W005.0,1179,NEW TAZEWELL MUN,TAZEWELL,TN,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,614,369
3AU,,4200,N37401790,W097044030,E004.0,1328,AUGUSTA MUN,AUGUSTA,KS,USA,NNNYNNYNNNYNNN,NNNNY,NNYY,N,Y,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,616,370
3B0,,3500,N42060400,W072021980,W014.0,699,SOUTHBRIDGE MUN,SOUTHBRIDGE,MA,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,619,372
3B1,,4000,N45274619,W069330594,W018.0,1402,GREENVILLE MUN,GREENVILLE,ME,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,621,373
3B4,,2700,N43083528,W070462437,W016.4,125,SEACOAST,ELIOT,ME,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,N,U,Y,+5:00=UTC,K6,Y,NAW,626,375
3CK,,3800,N42122451,W088192279,W002.0,887,LAKE IN THE HILLS,CHICAGO/LAKE IN THE HILL,IL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,Y,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,628,376
3CM,,3700,N43324900,W083534370,W007.0,585,CLEMENTS MUN,BAY CITY,MI,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,P,Y,+5:00=UTC,K5,Y,NAW,633,379
3CU,,3700,N46114176,W091145443,W002.0,1360,CABLE UNION,CABLE,WI,USA,NNYYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,635,380
3D2,,2600,N45080855,W087111726,W004.0,763,EPHRAIM/GIBRALTAR,EPHRAIM,WI,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,Y,N,N,N,Y,+6:00=UTC,K5,Y,NAW,637,381
3DW,,4000,N37132174,W093145406,E001.0,1375,DOWNTOWN,SPRINGFIELD,MO,USA,NNNYNNNNYNNNNN,NNNYY,NNYY,,Y,N,N,U,Y,+6:00=UTC,K3,Y,NAW,641,383
3EX,,2000,N39201420,W094115070,E001.0,1000,EXCELSIOR SPRINGS MEML,EXCELSIOR SPRINGS,MO,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,644,385
3F3,,5000,N32042200,W093455620,E004.0,324,C E 'RUSTY' WILLIAMS,MANSFIELD,LA,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,646,386
3F4,,2900,N32514080,W094003655,E002.0,260,VIVIAN,VIVIAN,LA,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,648,387
3F6,,3100,N34013948,W100165521,E005.0,1860,RICHARDS MUN,PADUCAH,TX,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,652,390
3F7,,4000,N35482537,W096251609,E005.0,870,JONES MEML,BRISTOW,OK,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,654,391
3G3,,3500,N41001102,W081452348,W007.0,974,WADSWORTH MUN,WADSWORTH,OH,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,658,393
3G4,,3500,N40541070,W082152030,W007.0,1207,ASHLAND CO,ASHLAND,OH,USA,NNNYNNNNNNYNNN,NNNNN,YYNN,,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,663,395
3G6,,2700,N40542160,W081000010,W009.0,1188,TRI-CITY,SEBRING,OH,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+5:00=UTC,K5,Y,NAW,665,396
3GM,,3700,N43020260,W086115340,W005.0,604,GRAND HAVEN MEML,GRAND HAVEN,MI,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,668,398
3GV,,4500,N39005271,W094125349,E003.0,835,EAST KANSAS CITY,GRAIN VALLEY,MO,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,671,400
3H4,,3300,N47213383,W097033751,E005.0,906,HILLSBORO MUN,HILLSBORO,ND,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,674,402
3I2,,4000,N38545269,W082055488,W007.0,643,MASON CO,POINT PLEASANT,WV,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,677,404
3I3,,3500,N39325203,W087223847,W004.0,496,SKY KING,TERRE HAUTE,IN,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,Y,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,681,406
3I7,,3000,N39544780,W084240149,W004.0,1028,DAYTON/PHILLIPSBURG,DAYTON,OH,USA,NNNYNNNNYNNNNN,NYYNN,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,683,407
3JC,,3400,N39023600,W096503580,E005.0,1102,FREEMAN,JUNCTION CITY,KS,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,685,408
3K3,,4600,N37595490,W101445139,E007.0,3326,SYRACUSE-HAMILTON CO MUN,SYRACUSE,KS,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+7:00=UTC,K3,Y,NAW,688,409
3K7,,5100,N38272710,W101210311,E005.0,3303,HOARD MEML,LEOTI,KS,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,692,411
3K8,,4500,N37132230,W099195530,E005.0,2086,COMANCHE CO,COLDWATER,KS,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,695,413
3LF,,4000,N39094500,W089402870,E001.0,691,LITCHFIELD MUN,LITCHFIELD,IL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,698,415
3M7,,5200,N36311210,W086032900,W002.0,969,LAFAYETTE MUN,LAFAYETTE,TN,USA,NNNYNNNNNNYNNN,NNNNN,YYNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,704,419
3M8,,5100,N33231231,W088002369,W001.0,237,NORTH PICKENS,REFORM,AL,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,707,421
3M9,,3800,N33333760,W092050740,W000.0,235,WARREN MUN,WARREN,AR,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,710,423
3MY,,4000,N40474490,W089364850,W002.0,793,MT HAWLEY AUX,PEORIA,IL,USA,NNNYNNNNYNNNNN,NNNYY,NNYY,,Y,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,713,425
3N6,,3500,N40194759,W074204843,W013.0,87,OLD BRIDGE,OLD BRIDGE,NJ,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,Y,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,715,426
3N8,,3400,N47153782,W095554111,E002.0,1246,MAHNOMEN CO,MAHNOMEN,MN,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,719,429
3R4,,4400,N31323929,W093290170,E004.0,319,HART,MANY,LA,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,722,431
3R7,,5000,N30143372,W092402460,E002.0,23,JENNINGS,JENNINGS,LA,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,725,433
3R9,,3900,N30212697,W097594008,E004.0,909,LAKEWAY,LAKEWAY,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,Y,N,N,N,U,Y,+6:00=UTC,K4,Y,NAW,729,435
3S8,,4000,N42303644,W123231676,E017.0,1130,GRANTS PASS,GRANTS PASS,OR,USA,NNNYNNNNYNNNNN,NYNYN,NNYY,,N,N,Y,U,Y,+8:00=UTC,K1,Y,NAW,743,447
3T3,,3200,N45023823,W092011678,E000.0,967,BOYCEVILLE MUN,BOYCEVILLE,WI,USA,NNNYNNNNNNNNNN,NNNNN,NYYN,,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,746,448
3T5,,5000,N29542870,W096570000,E006.0,324,FAYETTE REGL AIR CENTER,LA GRANGE,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,750,450
3TR,NLE,4100,N41500920,W086133060,W005.0,750,TYLER MEML,NILES,MI,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,753,452
3U3,,6000,N46091229,W112520384,E014.0,5034,BOWMAN,ANACONDA,MT,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K1,Y,NAW,757,455
3Y2,,4100,N42590680,W091472630,W001.0,1232,SCOTT MUN,WEST UNION,IA,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,761,458
3Y3,,3000,N41214610,W094011630,E002.0,1116,WINTERSET-MUN,WINTERSET,IA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,764,460
40G,,4100,N35390233,W112085296,E013.0,5999,VALLE,GRAND CANYON,AZ,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+7:00=UTC,K2,N,NAW,767,462
41F,,4600,N34000550,W101194890,E007.0,3187,FLOYDADA MUN,FLOYDADA,TX,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,770,464
41U,NTJ,5000,N39195310,W111364540,E011.0,5516,MANTI-EPHRAIM,MANTI,UT,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,N,N,Y,N,Y,+7:00=UTC,K2,Y,NAW,773,466
42A,,4000,N36041553,W091494849,E001.0,735,MELBOURNE MUN - MILLER,MELBOURNE,AR,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,777,469
42J,,5000,N29504110,W082025110,W005.0,196,KEYSTONE HEIGHTS,KEYSTONE HEIGHTS,FL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,Y,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,781,471
43A,,4000,N35230474,W079472496,W006.0,633,MONTGOMERY CO,STAR,NC,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,783,472
43B,,4500,N44433675,W067592890,W016.0,218,DEBLOIS,DEBLOIS,ME,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,N,N,N,N,N,Y,+5:00=UTC,K6,Y,NAW,786,474
44C,,3300,N42295200,W088580340,W003.0,817,BELOIT,BELOIT,WI,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,789,476
44N,,3800,N41422673,W073441688,W014.0,697,SKY ACRES,MILLBROOK,NY,USA,NNYYNNYNNNNNNN,NNNNN,NNYY,N,N,N,N,U,Y,+5:00=UTC,K6,Y,NAW,791,477
45R,,4300,N30201080,W094152720,E004.0,71,HAWTHORNE,KOUNTZE/SILSBEE,TX,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,796,480
